,Airline,Source City,Destination City,Stops,Price,Duration_in_Minutes,Next_day_Arrival,Departure_Part_of_the_day,Arrival_Part_of_the_day,Day,Days_priors_booking
2439,Go First,New Delhi,Mumbai,1 Stop,5954.0,415.0,No,Morning,Eve,Monday,16
2440,Go First,New Delhi,Mumbai,1 Stop,5954.0,545.0,No,Morning,Eve,Monday,16
2441,Vistara,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Early Morning,Early Morning,Monday,16
2442,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Eve,Monday,16
2443,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Noon,Monday,16
2444,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Noon,Monday,16
2445,Vistara,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Eve,Monday,16
2446,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Eve,Night,Monday,16
2447,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Monday,16
2448,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Monday,16
2449,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Monday,16
2450,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Monday,16
2451,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Monday,16
2452,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Monday,16
2453,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Noon,Monday,16
2454,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Monday,16
2455,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Monday,16
2456,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Night,Night,Monday,16
2457,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,Yes,Night,Late Night,Monday,16
2458,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Monday,16
2459,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Monday,16
2460,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Noon,Eve,Monday,16
2461,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Monday,16
2462,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Monday,16
2463,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Eve,Monday,16
2464,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Monday,16
2465,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Monday,16
2466,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,145.0,No,Eve,Eve,Monday,16
2467,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,215.0,No,Early Morning,Morning,Monday,16
2468,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,240.0,No,Noon,Eve,Monday,16
2469,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Early Morning,Noon,Monday,16
2470,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Eve,Night,Monday,16
2471,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,265.0,No,Eve,Night,Monday,16
2472,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,295.0,No,Noon,Eve,Monday,16
2473,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,315.0,No,Morning,Noon,Monday,16
2474,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,330.0,No,Morning,Noon,Monday,16
2475,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,340.0,No,Noon,Eve,Monday,16
2476,Air India,New Delhi,Mumbai,Non Stop,4931.0,125.0,No,Early Morning,Morning,Wednesday,18
2477,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Early Morning,Morning,Wednesday,18
2478,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Morning,Morning,Wednesday,18
2479,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Eve,Night,Wednesday,18
2480,Air India,New Delhi,Mumbai,Non Stop,4931.0,135.0,No,Morning,Morning,Wednesday,18
2481,Air India,New Delhi,Mumbai,Non Stop,4931.0,135.0,No,Eve,Night,Wednesday,18
2482,Air India,New Delhi,Mumbai,1 Stop,4931.0,190.0,No,Noon,Eve,Wednesday,18
2483,Air India,New Delhi,Mumbai,1 Stop,4931.0,225.0,No,Eve,Night,Wednesday,18
2484,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,355.0,No,Noon,Night,Wednesday,18
2485,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Early Morning,Noon,Wednesday,18
2486,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Morning,Noon,Wednesday,18
2487,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,455.0,No,Morning,Eve,Wednesday,18
2488,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,500.0,No,Morning,Eve,Wednesday,18
2489,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,515.0,No,Early Morning,Noon,Wednesday,18
2490,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,560.0,No,Late Night,Noon,Wednesday,18
2491,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,705.0,Yes,Eve,Early Morning,Wednesday,18
2492,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,845.0,Yes,Noon,Early Morning,Wednesday,18
2493,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,850.0,No,Early Morning,Night,Wednesday,18
2494,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Early Morning,Early Morning,Wednesday,18
2495,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Morning,Morning,Wednesday,18
2496,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Night,Wednesday,18
2497,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Night,Night,Wednesday,18
2498,Go First,New Delhi,Mumbai,Non Stop,5954.0,135.0,Yes,Night,Late Night,Wednesday,18
2499,Go First,New Delhi,Mumbai,1 Stop,5954.0,280.0,No,Eve,Night,Wednesday,18
2500,Go First,New Delhi,Mumbai,1 Stop,5954.0,290.0,No,Early Morning,Noon,Wednesday,18
2501,Go First,New Delhi,Mumbai,1 Stop,5954.0,355.0,No,Morning,Eve,Wednesday,18
2502,Go First,New Delhi,Mumbai,1 Stop,5954.0,385.0,No,Morning,Noon,Wednesday,18
2503,Go First,New Delhi,Mumbai,1 Stop,5954.0,405.0,No,Early Morning,Noon,Wednesday,18
2504,Go First,New Delhi,Mumbai,1 Stop,5954.0,415.0,No,Morning,Eve,Wednesday,18
2505,Go First,New Delhi,Mumbai,1 Stop,5954.0,450.0,No,Early Morning,Noon,Wednesday,18
2506,Go First,New Delhi,Mumbai,1 Stop,5954.0,545.0,No,Morning,Eve,Wednesday,18
2507,Go First,New Delhi,Mumbai,1 Stop,5954.0,560.0,No,Early Morning,Eve,Wednesday,18
2508,Vistara,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Early Morning,Early Morning,Wednesday,18
2509,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Eve,Wednesday,18
2510,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Night,Wednesday,18
2511,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Noon,Wednesday,18
2512,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Eve,Night,Wednesday,18
2513,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Wednesday,18
2514,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Wednesday,18
2515,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Wednesday,18
2516,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Wednesday,18
2517,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Wednesday,18
2518,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Wednesday,18
2519,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Wednesday,18
2520,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Wednesday,18
2521,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Night,Night,Wednesday,18
2522,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,Yes,Night,Late Night,Wednesday,18
2523,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Wednesday,18
2524,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Noon,Eve,Wednesday,18
2525,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Wednesday,18
2526,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Wednesday,18
2527,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,145.0,No,Eve,Eve,Wednesday,18
2528,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,215.0,No,Early Morning,Morning,Wednesday,18
2529,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,240.0,No,Noon,Eve,Wednesday,18
2530,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Early Morning,Noon,Wednesday,18
2531,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Eve,Night,Wednesday,18
2532,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,265.0,No,Eve,Night,Wednesday,18
2533,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,295.0,No,Noon,Eve,Wednesday,18
2534,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,315.0,No,Morning,Noon,Wednesday,18
2535,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,325.0,No,Noon,Eve,Wednesday,18
2536,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,330.0,No,Morning,Noon,Wednesday,18
2537,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,350.0,No,Early Morning,Noon,Wednesday,18
2538,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,435.0,No,Morning,Eve,Wednesday,18
2539,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,460.0,No,Noon,Night,Wednesday,18
2540,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,465.0,No,Early Morning,Noon,Wednesday,18
2541,Air India,New Delhi,Mumbai,Non Stop,4931.0,125.0,No,Early Morning,Morning,Thursday,19
2542,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Early Morning,Morning,Thursday,19
2543,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Morning,Morning,Thursday,19
2544,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Eve,Night,Thursday,19
2545,Air India,New Delhi,Mumbai,Non Stop,4931.0,135.0,No,Morning,Morning,Thursday,19
2546,Air India,New Delhi,Mumbai,Non Stop,4931.0,135.0,No,Eve,Night,Thursday,19
2547,Air India,New Delhi,Mumbai,1 Stop,4931.0,190.0,No,Noon,Eve,Thursday,19
2548,Air India,New Delhi,Mumbai,1 Stop,4931.0,215.0,No,Eve,Night,Thursday,19
2549,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,355.0,No,Noon,Night,Thursday,19
2550,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,360.0,No,Early Morning,Morning,Thursday,19
2551,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Early Morning,Noon,Thursday,19
2552,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Morning,Noon,Thursday,19
2553,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,455.0,No,Morning,Eve,Thursday,19
2554,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,500.0,No,Morning,Eve,Thursday,19
2555,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,515.0,No,Early Morning,Noon,Thursday,19
2556,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,705.0,Yes,Eve,Early Morning,Thursday,19
2557,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,845.0,Yes,Noon,Early Morning,Thursday,19
2558,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,850.0,No,Early Morning,Night,Thursday,19
2559,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Early Morning,Early Morning,Thursday,19
2560,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Morning,Morning,Thursday,19
2561,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Noon,Noon,Thursday,19
2562,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Eve,Thursday,19
2563,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Night,Thursday,19
2564,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Night,Night,Thursday,19
2565,Go First,New Delhi,Mumbai,Non Stop,5954.0,135.0,Yes,Night,Late Night,Thursday,19
2566,Go First,New Delhi,Mumbai,1 Stop,5954.0,280.0,No,Eve,Night,Thursday,19
2567,Go First,New Delhi,Mumbai,1 Stop,5954.0,355.0,No,Morning,Eve,Thursday,19
2568,Go First,New Delhi,Mumbai,1 Stop,5954.0,385.0,No,Morning,Noon,Thursday,19
2569,Go First,New Delhi,Mumbai,1 Stop,5954.0,415.0,No,Morning,Eve,Thursday,19
2570,Go First,New Delhi,Mumbai,1 Stop,5954.0,545.0,No,Morning,Eve,Thursday,19
2571,Vistara,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Early Morning,Early Morning,Thursday,19
2572,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Eve,Thursday,19
2573,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Noon,Thursday,19
2574,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Noon,Thursday,19
2575,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Noon,Thursday,19
2576,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Noon,Thursday,19
2577,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Eve,Night,Thursday,19
2578,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Thursday,19
2579,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Thursday,19
2580,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Thursday,19
2581,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Thursday,19
2582,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Thursday,19
2583,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Noon,Thursday,19
2584,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Thursday,19
2585,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Thursday,19
2586,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Night,Night,Thursday,19
2587,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,Yes,Night,Late Night,Thursday,19
2588,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Thursday,19
2589,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Thursday,19
2590,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Thursday,19
2591,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Night,Night,Thursday,19
2592,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Thursday,19
2593,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Thursday,19
2594,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,145.0,No,Eve,Eve,Thursday,19
2595,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,230.0,No,Morning,Noon,Thursday,19
2596,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Early Morning,Noon,Thursday,19
2597,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,265.0,No,Eve,Night,Thursday,19
2598,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,350.0,No,Early Morning,Noon,Thursday,19
2599,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,460.0,No,Noon,Night,Thursday,19
2600,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,465.0,No,Early Morning,Noon,Thursday,19
2601,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,520.0,No,Early Morning,Noon,Thursday,19
2602,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,550.0,No,Noon,Night,Thursday,19
2603,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,560.0,No,Early Morning,Noon,Thursday,19
2604,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,605.0,No,Early Morning,Noon,Thursday,19
2605,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,605.0,No,Morning,Night,Thursday,19
2606,Air India,New Delhi,Mumbai,Non Stop,4931.0,125.0,No,Early Morning,Morning,Friday,20
2607,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Early Morning,Morning,Friday,20
2608,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Morning,Morning,Friday,20
2609,Air India,New Delhi,Mumbai,Non Stop,4931.0,135.0,No,Morning,Morning,Friday,20
2610,Air India,New Delhi,Mumbai,1 Stop,4931.0,190.0,No,Noon,Eve,Friday,20
2611,Air India,New Delhi,Mumbai,1 Stop,4931.0,225.0,No,Eve,Night,Friday,20
2612,Air India,New Delhi,Mumbai,Non Stop,5416.0,130.0,No,Eve,Night,Friday,20
2613,Air India,New Delhi,Mumbai,Non Stop,5416.0,135.0,No,Eve,Night,Friday,20
2614,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,355.0,No,Noon,Night,Friday,20
2615,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Early Morning,Noon,Friday,20
2616,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Morning,Noon,Friday,20
2617,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,455.0,No,Morning,Eve,Friday,20
2618,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,500.0,No,Morning,Eve,Friday,20
2619,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,515.0,No,Early Morning,Noon,Friday,20
2620,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,560.0,No,Late Night,Noon,Friday,20
2621,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,845.0,Yes,Noon,Early Morning,Friday,20
2622,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,850.0,No,Early Morning,Night,Friday,20
2623,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Early Morning,Early Morning,Friday,20
2624,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Morning,Morning,Friday,20
2625,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Eve,Friday,20
2626,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Night,Friday,20
2627,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Night,Night,Friday,20
2628,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,Yes,Night,Late Night,Friday,20
2629,Go First,New Delhi,Mumbai,1 Stop,5954.0,280.0,No,Eve,Night,Friday,20
2630,Go First,New Delhi,Mumbai,1 Stop,5954.0,355.0,No,Morning,Eve,Friday,20
2631,Go First,New Delhi,Mumbai,1 Stop,5954.0,385.0,No,Morning,Noon,Friday,20
2632,Go First,New Delhi,Mumbai,1 Stop,5954.0,415.0,No,Morning,Eve,Friday,20
2633,Go First,New Delhi,Mumbai,1 Stop,5954.0,545.0,No,Morning,Eve,Friday,20
2634,Vistara,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Early Morning,Early Morning,Friday,20
2635,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Night,Friday,20
2636,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Noon,Friday,20
2637,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Noon,Friday,20
2638,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Noon,Friday,20
2639,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Eve,Night,Friday,20
2640,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Friday,20
2641,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Friday,20
2642,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Friday,20
2643,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Friday,20
2644,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Friday,20
2645,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Friday,20
2646,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Noon,Friday,20
2647,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Friday,20
2648,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Friday,20
2649,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Night,Night,Friday,20
2650,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,Yes,Night,Late Night,Friday,20
2651,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Friday,20
2652,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Friday,20
2653,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Friday,20
2654,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Friday,20
2655,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,145.0,No,Eve,Eve,Friday,20
2656,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,215.0,No,Early Morning,Morning,Friday,20
2657,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Early Morning,Noon,Friday,20
2658,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,265.0,No,Eve,Night,Friday,20
2659,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,330.0,No,Morning,Noon,Friday,20
2660,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,350.0,No,Early Morning,Noon,Friday,20
2661,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,460.0,No,Noon,Night,Friday,20
2662,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,465.0,No,Early Morning,Noon,Friday,20
2663,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,550.0,No,Noon,Night,Friday,20
2664,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,560.0,No,Early Morning,Noon,Friday,20
2665,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,605.0,No,Early Morning,Noon,Friday,20
2666,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,605.0,No,Morning,Night,Friday,20
2667,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,975.0,Yes,Eve,Morning,Friday,20
2668,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,1135.0,Yes,Eve,Noon,Friday,20
2669,Air Asia,New Delhi,Mumbai,Non Stop,5956.0,135.0,No,Early Morning,Morning,Friday,20
2670,Air Asia,New Delhi,Mumbai,Non Stop,5956.0,140.0,No,Eve,Night,Friday,20
2671,Air India,New Delhi,Mumbai,Non Stop,4931.0,125.0,No,Early Morning,Morning,Sunday,22
2672,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Early Morning,Morning,Sunday,22
2673,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Morning,Morning,Sunday,22
2674,Air India,New Delhi,Mumbai,Non Stop,4931.0,135.0,No,Morning,Morning,Sunday,22
2675,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,560.0,Yes,Night,Early Morning,Sunday,22
2676,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,590.0,Yes,Night,Early Morning,Sunday,22
2677,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,600.0,Yes,Eve,Early Morning,Sunday,22
2678,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,630.0,Yes,Eve,Early Morning,Sunday,22
2679,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,730.0,Yes,Eve,Early Morning,Sunday,22
2680,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,760.0,Yes,Eve,Early Morning,Sunday,22
2681,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,855.0,Yes,Night,Morning,Sunday,22
2682,Go First,New Delhi,Mumbai,Non Stop,5954.0,130.0,No,Early Morning,Morning,Sunday,22
2683,Go First,New Delhi,Mumbai,Non Stop,5954.0,130.0,No,Early Morning,Morning,Sunday,22
2684,Go First,New Delhi,Mumbai,Non Stop,5954.0,130.0,Yes,Night,Late Night,Sunday,22
2685,Go First,New Delhi,Mumbai,Non Stop,5954.0,135.0,No,Late Night,Late Night,Sunday,22
2686,Go First,New Delhi,Mumbai,Non Stop,5954.0,135.0,No,Night,Night,Sunday,22
2687,Go First,New Delhi,Mumbai,Non Stop,5954.0,140.0,No,Morning,Morning,Sunday,22
2688,Go First,New Delhi,Mumbai,Non Stop,5954.0,150.0,No,Eve,Eve,Sunday,22
2689,Go First,New Delhi,Mumbai,1 Stop,5954.0,415.0,No,Morning,Noon,Sunday,22
2690,Go First,New Delhi,Mumbai,1 Stop,5954.0,535.0,No,Morning,Eve,Sunday,22
2691,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,80.0,No,Early Morning,Early Morning,Sunday,22
2692,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Sunday,22
2693,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Sunday,22
2694,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Sunday,22
2695,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Sunday,22
2696,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Noon,Sunday,22
2697,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Eve,Eve,Sunday,22
2698,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Eve,Night,Sunday,22
2699,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Night,Night,Sunday,22
2700,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,Yes,Night,Late Night,Sunday,22
