,Airline,Source City,Destination City,Stops,Price,Duration_in_Minutes,Next_day_Arrival,Departure_Part_of_the_day,Arrival_Part_of_the_day,Day,Days_priors_booking
486,Air Asia,New Delhi,Bangalore,1 Stop,9667.0,465.0,No,Early Morning,Noon,Wednesday,11
487,IndiGo,New Delhi,Bangalore,1 Stop,9735.0,455.0,No,Noon,Night,Wednesday,11
488,IndiGo,New Delhi,Bangalore,1 Stop,9735.0,540.0,No,Noon,Night,Wednesday,11
489,Vistara,New Delhi,Bangalore,1 Stop,9840.0,735.0,Yes,Eve,Early Morning,Wednesday,11
490,Air India,New Delhi,Bangalore,1 Stop,9840.0,835.0,Yes,Night,Morning,Wednesday,11
491,Vistara,Mumbai,Kolkata,1 Stop,11156.0,1245.0,Yes,Night,Eve,Saturday,0
492,Vistara,Mumbai,Kolkata,1 Stop,11156.0,1295.0,Yes,Night,Eve,Saturday,0
493,Vistara,Mumbai,Kolkata,1 Stop,11156.0,1440.0,Yes,Night,Night,Saturday,0
494,Vistara,Mumbai,Kolkata,1 Stop,11156.0,1490.0,Yes,Night,Night,Saturday,0
495,Air Asia,Mumbai,Kolkata,1 Stop,12138.0,565.0,Yes,Night,Early Morning,Saturday,0
496,Vistara,Mumbai,Kolkata,1 Stop,14343.0,575.0,Yes,Night,Early Morning,Saturday,0
497,Vistara,Mumbai,Kolkata,1 Stop,14343.0,625.0,Yes,Night,Early Morning,Saturday,0
498,SpiceJet,Mumbai,Kolkata,1 Stop,14869.0,1585.0,Yes,Night,Late Night,Saturday,0
499,Vistara,Mumbai,Kolkata,1 Stop,15078.0,650.0,Yes,Night,Morning,Saturday,0
500,Vistara,Mumbai,Kolkata,1 Stop,15078.0,700.0,Yes,Night,Morning,Saturday,0
501,SpiceJet,Mumbai,Kolkata,1 Stop,15393.0,1675.0,Yes,Night,Late Night,Saturday,0
502,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,475.0,Yes,Night,Early Morning,Sunday,1
503,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,565.0,Yes,Night,Early Morning,Sunday,1
504,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,685.0,Yes,Eve,Early Morning,Sunday,1
505,Go First,Mumbai,Kolkata,1 Stop,7412.0,840.0,Yes,Eve,Early Morning,Sunday,1
506,SpiceJet,Mumbai,Kolkata,1 Stop,8778.0,255.0,No,Morning,Noon,Sunday,1
507,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1250.0,Yes,Night,Eve,Sunday,1
508,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1300.0,Yes,Night,Eve,Sunday,1
509,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1360.0,Yes,Eve,Eve,Sunday,1
510,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1430.0,Yes,Eve,Eve,Sunday,1
511,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1440.0,Yes,Night,Night,Sunday,1
512,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1490.0,Yes,Night,Night,Sunday,1
513,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1550.0,Yes,Eve,Night,Sunday,1
514,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1620.0,Yes,Eve,Night,Sunday,1
515,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1670.0,Yes,Noon,Eve,Sunday,1
516,Air Asia,Mumbai,Kolkata,1 Stop,9514.0,290.0,Yes,Eve,Late Night,Sunday,1
517,Air Asia,Mumbai,Kolkata,1 Stop,9724.0,255.0,No,Noon,Eve,Sunday,1
518,IndiGo,Mumbai,Kolkata,Non Stop,10143.0,145.0,Yes,Night,Late Night,Sunday,1
519,IndiGo,Mumbai,Kolkata,1 Stop,10353.0,320.0,No,Morning,Noon,Sunday,1
520,IndiGo,Mumbai,Kolkata,1 Stop,10353.0,515.0,No,Early Morning,Noon,Sunday,1
521,Air Asia,Mumbai,Kolkata,1 Stop,10369.0,545.0,No,Morning,Night,Sunday,1
522,Vistara,Mumbai,Kolkata,1 Stop,10369.0,1505.0,Yes,Eve,Eve,Sunday,1
523,Vistara,Mumbai,Kolkata,1 Stop,10369.0,1695.0,Yes,Eve,Night,Sunday,1
524,Go First,Mumbai,Kolkata,Non Stop,10938.0,155.0,Yes,Night,Late Night,Sunday,1
525,Vistara,Mumbai,Kolkata,1 Stop,11156.0,315.0,No,Eve,Night,Sunday,1
526,Vistara,Mumbai,Kolkata,1 Stop,11156.0,645.0,No,Early Morning,Eve,Sunday,1
527,Vistara,Mumbai,Kolkata,1 Stop,11156.0,650.0,Yes,Night,Morning,Sunday,1
528,Vistara,Mumbai,Kolkata,1 Stop,11156.0,700.0,Yes,Night,Morning,Sunday,1
529,Vistara,Mumbai,Kolkata,1 Stop,11156.0,720.0,No,Early Morning,Eve,Sunday,1
530,Vistara,Mumbai,Kolkata,1 Stop,11156.0,760.0,Yes,Eve,Morning,Sunday,1
531,Air Asia,Mumbai,Kolkata,1 Stop,11158.0,500.0,Yes,Noon,Late Night,Sunday,1
532,Air Asia,Mumbai,Kolkata,1 Stop,11158.0,800.0,Yes,Morning,Late Night,Sunday,1
533,IndiGo,Mumbai,Kolkata,Non Stop,11403.0,155.0,Yes,Night,Late Night,Sunday,1
534,IndiGo,Mumbai,Kolkata,1 Stop,11403.0,510.0,No,Morning,Eve,Sunday,1
535,Air India,Mumbai,Kolkata,2 Stop(s),11469.0,1575.0,Yes,Noon,Eve,Sunday,1
536,Air India,Mumbai,Kolkata,2 Stop(s),11617.0,1430.0,Yes,Eve,Eve,Sunday,1
537,Air India,Mumbai,Kolkata,2 Stop(s),11617.0,1430.0,Yes,Eve,Eve,Sunday,1
538,IndiGo,Mumbai,Kolkata,1 Stop,12138.0,305.0,No,Noon,Night,Sunday,1
539,IndiGo,Mumbai,Kolkata,1 Stop,12138.0,315.0,No,Early Morning,Morning,Sunday,1
540,IndiGo,Mumbai,Kolkata,1 Stop,12138.0,375.0,No,Noon,Night,Sunday,1
541,IndiGo,Mumbai,Kolkata,1 Stop,12138.0,465.0,No,Noon,Night,Sunday,1
542,IndiGo,Mumbai,Kolkata,1 Stop,12138.0,535.0,No,Noon,Night,Sunday,1
543,IndiGo,Mumbai,Kolkata,1 Stop,12138.0,565.0,No,Morning,Night,Sunday,1
544,IndiGo,Mumbai,Kolkata,1 Stop,12138.0,635.0,No,Morning,Night,Sunday,1
545,IndiGo,Mumbai,Kolkata,1 Stop,12138.0,655.0,No,Morning,Night,Sunday,1
546,Air Asia,Mumbai,Kolkata,1 Stop,12138.0,805.0,Yes,Morning,Late Night,Sunday,1
547,Air India,Mumbai,Kolkata,2 Stop(s),12247.0,2245.0,Yes,Early Morning,Eve,Sunday,1
